,.SPX,.GDAXI,.FCHI,.FTSE,.OMXSPI,.N225,.KS11,.HSI
159,0.008966533,0.008427921,0.009785213,0.006740283,0.006185997,0.003663377,0.009251223,0.004716601
160,0.006346735,0.009385631,0.007950304,0.006572333,0.004708678,0.00480263,0.011494442,0.005247468
161,0.010782411,0.008713404,0.008462927,0.007414238,0.007028988,0.00498264,0.010497291,0.004063767
162,0.013070076,0.01142096,0.012417158,0.010663107,0.011859172,0.006002291,0.017568142,0.006538022
163,0.018091982,0.014311037,0.015553794,0.012680057,0.016779228,0.006187599,0.01243961,0.010464722
164,0.013699079,0.020093172,0.020751979,0.017232387,0.015464677,0.013587556,0.016761713,0.010910199
165,0.012036775,0.012070353,0.013009592,0.010494356,0.010500173,0.009548764,0.01804802,0.009076227
166,0.011620145,0.009586656,0.008674842,0.012768438,0.009500892,0.006980059,0.012041966,0.006207493
167,0.016718278,0.014270064,0.015220713,0.02277824,0.018727231,0.008801034,0.0205777,0.01498497
168,0.010545318,0.008231455,0.008938435,0.009050104,0.008829666,0.014408923,0.026701516,0.019595423
169,0.012634866,0.009746031,0.010719931,0.010097124,0.008235023,0.010649017,0.01363984,0.007851401
170,0.015228377,0.00991615,0.01092575,0.012974274,0.015007262,0.009231945,0.012901113,0.008128988
171,0.015802649,0.009298949,0.007851653,0.011797654,0.011672439,0.007631564,0.011834062,0.009038913
172,0.01177296,0.008223887,0.009766599,0.009833454,0.009280958,0.007670764,0.009152647,0.008445319
173,0.021938667,0.012714188,0.016715373,0.013636402,0.015345975,0.00729142,0.01280956,0.008702433
174,0.020329282,0.014202701,0.019048244,0.024552924,0.022290088,0.011996055,0.012562597,0.011266427
175,0.010790513,0.00983455,0.009766543,0.014711463,0.01363179,0.009357482,0.013104531,0.009507246
176,0.012419599,0.010587702,0.012654604,0.01313448,0.010055003,0.006011655,0.014153055,0.006254625
177,0.023308848,0.013700238,0.015933934,0.02605574,0.023297232,0.017035085,0.022370051,0.013931453
178,0.022522153,0.025542491,0.030538506,0.028124399,0.024925515,0.018911664,0.024822639,0.031350959
179,0.01090452,0.008633953,0.010598086,0.010554703,0.013505049,0.018842936,0.01287377,0.013831533
180,0.009885767,0.011927615,0.013018906,0.012101102,0.012696911,0.01239924,0.018663053,0.024802339
181,0.011598293,0.007685018,0.008996038,0.011010928,0.009793597,0.009290415,0.011827068,0.01191539
182,0.009439304,0.006981137,0.008072418,0.012603935,0.01033199,0.012037963,0.009998924,0.010623219
183,0.005917589,0.007429715,0.009766514,0.007543046,0.009345072,0.007590282,0.012254853,0.009901195
184,0.007875693,0.006931519,0.007711949,0.007502649,0.008695484,0.006436693,0.012708368,0.017400108
185,0.010595468,0.008117314,0.009949184,0.009410479,0.012465522,0.013607227,0.014099318,0.013824977
186,0.01145752,0.00873116,0.009851308,0.012449682,0.012339362,0.008844781,0.011340998,0.009186711
187,0.013263122,0.010225326,0.00989395,0.009415795,0.009460336,0.007659229,0.011562414,0.010378663
188,0.006176023,0.006977782,0.006749179,0.006579334,0.007425558,0.006469597,0.010192799,0.009549258
189,0.010097556,0.008971836,0.009313569,0.009466148,0.009735297,0.008222039,0.012170387,0.01258795
190,0.007507858,0.011636542,0.01119165,0.01288147,0.011875447,0.01282779,0.012430455,0.009076388
191,0.013905552,0.012863553,0.01395579,0.011748378,0.01175342,0.009483893,0.011114899,0.00804378
192,0.010879066,0.010114755,0.011461805,0.011860871,0.012573021,0.013983003,0.013573149,0.010768064
193,0.008977413,0.007252969,0.008153313,0.012689119,0.011060508,0.010835041,0.010158844,0.010345829
194,0.007624868,0.006299504,0.008353715,0.008116502,0.009143108,0.013109461,0.011811479,0.007653974
195,0.008040983,0.007261555,0.007558088,0.007993904,0.009301622,0.008154877,0.017420054,0.008504679
196,0.008256641,0.009741966,0.010710157,0.015011101,0.01217784,0.008287267,0.009370409,0.006769053
197,0.014727147,0.008219407,0.010722768,0.01143671,0.011257793,0.008804546,0.010260616,0.009040158
198,0.009417224,0.013993632,0.00888536,0.021943229,0.022754573,0.013267687,0.008076436,0.007953219
199,0.006428541,0.006625452,0.007722547,0.009486353,0.010181003,0.006548281,0.011965716,0.008133207
200,0.006494903,0.007771291,0.009539984,0.008713922,0.006376004,0.006481353,0.008722111,0.008381832
201,0.005321781,0.006676343,0.006984345,0.010000328,0.016036002,0.007981365,0.007664867,0.012100158
202,0.005003292,0.008356919,0.007258499,0.008788523,0.00666108,0.006237388,0.008080792,0.010832767
203,0.004311234,0.005537264,0.005225703,0.010106298,0.010407982,0.005797593,0.007320537,0.008131632
204,0.003827277,0.006298362,0.006434264,0.007530046,0.007188356,0.007074501,0.008805932,0.022646956
205,0.007139725,0.006930301,0.008794147,0.0087797,0.008676993,0.005344448,0.009541463,0.010215525
206,0.005708045,0.00489789,0.005289988,0.005731665,0.005452406,0.00565423,0.008863164,0.014919979
207,0.005209761,0.004965898,0.005683072,0.00589976,0.00596261,0.004926938,0.007195517,0.014658734
208,0.0092419,0.006154461,0.006469635,0.007834618,0.005307688,0.010300626,0.009430567,0.010068979
209,0.005672472,0.00564597,0.006500434,0.009888249,0.009278201,0.006092255,0.010431363,0.01613245
210,0.007145553,0.005214274,0.006126745,0.006508844,0.004944682,0.00622835,0.010965739,0.014738595
211,0.006743912,0.00538526,0.007465664,0.007392705,0.034951507,0.007858033,0.012687053,0.024500021
212,0.009175763,0.005333204,0.006996855,0.008522336,0.00737917,0.01226158,0.02190527,0.017002746
213,0.006790737,0.00868141,0.007789982,0.010314276,0.009498711,0.008484251,0.014579851,0.019386343
214,0.010594828,0.008126455,0.008605264,0.019117661,0.020889948,0.015827135,0.016968492,0.011350955
215,0.008465984,0.00529958,0.006362371,0.009987215,0.012967559,0.00719069,0.011384182,0.01240049
216,0.014033185,0.006363047,0.008680846,0.010150932,0.011449247,0.008917337,0.020703144,0.014483458
217,0.011932651,0.007144712,0.008425299,0.010933509,0.013266538,0.009904997,0.016585241,0.016329883
218,0.008088634,0.006993522,0.006948067,0.007600246,0.009970961,0.007622867,0.01448292,0.013385108
219,0.006095346,0.003646436,0.004074132,0.010277998,0.008719467,0.007540098,0.010666195,0.011586121
220,0.005387273,0.004412686,0.003837909,0.00756161,0.0056881,0.007734535,0.012415206,0.015735045
221,0.011165581,0.004400546,0.005720324,0.006969249,0.005965827,0.007115206,0.010872764,0.013734889
222,0.014491733,0.00949856,0.011557365,0.013755292,0.010283643,0.006431613,0.012955594,0.01137723
223,0.014267976,0.009498259,0.010494039,0.013513928,0.009977731,0.009652032,0.012118693,0.012359229
224,0.012828665,0.005509138,0.007406531,0.010670384,0.008005311,0.008487826,0.013327944,0.018886067
225,0.008820113,0.004839916,0.006124551,0.009641889,0.007129881,0.008697402,0.008215985,0.023197376
226,0.014051869,0.009448345,0.013683484,0.023171219,0.012851631,0.007652643,0.011780223,0.01791185
227,0.018736414,0.009435861,0.011406865,0.020356331,0.017053607,0.010955954,0.015529814,0.014072239
228,0.01560577,0.011728916,0.013899896,0.014278155,0.013956736,0.012420065,0.019720455,0.015933326
229,0.013244676,0.005746125,0.009498081,0.010646442,0.013359418,0.014491808,0.01654565,0.015641001
230,0.011225031,0.005692106,0.008355481,0.011439325,0.011818849,0.013986117,0.018451928,0.024573968
231,0.011282958,0.00812707,0.007854262,0.014119428,0.015171826,0.008325673,0.010495719,0.011588448
232,0.011944219,0.009581781,0.009411656,0.010898992,0.012788624,0.007714589,0.014030456,0.016241209
233,0.013042824,0.008603838,0.010253353,0.012217379,0.013419212,0.012273935,0.01318906,0.013602391
234,0.012105434,0.007670954,0.009242837,0.01310216,0.014138247,0.009978828,0.013881841,0.017714948
235,0.017195501,0.010061916,0.013134419,0.017524464,0.021103474,0.013794039,0.015132523,0.028674571
236,0.014897027,0.010474445,0.013015925,0.018213671,0.021356719,0.013258077,0.019621775,0.015548563
237,0.011303152,0.00762963,0.010355255,0.012829311,0.012843579,0.011383275,0.012843764,0.009053259
238,0.01427426,0.009636483,0.010981188,0.014628712,0.013870699,0.024639009,0.025158397,0.020897139
239,0.0110864,0.008050038,0.010922387,0.012685213,0.013256324,0.010777344,0.01972666,0.013229969
240,0.010607367,0.008018266,0.01169209,0.015184218,0.013654385,0.011031962,0.010736677,0.011681605
241,0.013021441,0.007734736,0.009900949,0.011066635,0.008701552,0.007760716,0.010982945,0.009792459
242,0.008708776,0.006352036,0.009223374,0.009707556,0.008137345,0.011192423,0.011432711,0.011464725
243,0.008663291,0.007224283,0.008863078,0.011039707,0.010807641,0.008677149,0.010152545,0.010686887
244,0.011051176,0.006333874,0.007963654,0.012081557,0.008830643,0.008952151,0.00946601,0.01126662
245,0.006471775,0.006823928,0.010610763,0.01204753,0.011866717,0.007495637,0.009068366,0.009590924
246,0.005555198,0.005871866,0.007044552,0.009722106,0.008624976,0.008601648,0.010303735,0.013984202
247,0.005558142,0.006597398,0.008961669,0.009501666,0.008553846,0.008798873,0.011731564,0.017166076
248,0.015148304,0.005821804,0.007307126,0.007292539,0.009110847,0.007118763,0.011103985,0.011477642
249,0.021373532,0.01109615,0.018751462,0.019495371,0.017613316,0.01000316,0.010512801,0.011539022
250,0.010571757,0.010383082,0.012442153,0.017945792,0.014382179,0.00895454,0.015374365,0.017359124
251,0.010063824,0.009663401,0.009858283,0.012282178,0.011166188,0.014914307,0.011925555,0.016876889
252,0.010156853,0.008039476,0.010087351,0.015635311,0.015662057,0.010335651,0.01236179,0.014010046
253,0.01213597,0.009192804,0.011141908,0.010628177,0.014493791,0.013484181,0.01437838,0.021734291
254,0.008427926,0.007255657,0.008096547,0.008390038,0.008179244,0.007183213,0.016452428,0.008969091
255,0.009443836,0.006578182,0.007569606,0.011690185,0.010967553,0.011984009,0.014536052,0.010829914
256,0.006217016,0.00675085,0.006067137,0.005488717,0.006513877,0.005141691,0.00860238,0.010992054
257,0.007754581,0.003961381,0.006654497,0.00710507,0.006248047,0.006100839,0.008766568,0.010117213
258,0.012991107,0.007118339,0.011503738,0.011551653,0.01188687,0.016814002,0.01251795,0.012581565
259,0.013807558,0.006980402,0.008768221,0.011087444,0.016278924,0.011760688,0.009978981,0.011930519
260,0.015058283,0.007460308,0.007974909,0.009255285,0.013392549,0.012171863,0.010890847,0.014896115
261,0.015742716,0.008563434,0.009487972,0.013921096,0.015448058,0.012883667,0.010940617,0.014436864
262,0.018811376,0.009808221,0.009650652,0.011094419,0.015174224,0.008183584,0.012355698,0.013091413
263,0.014951759,0.007971613,0.010073666,0.011873232,0.014172364,0.013772194,0.013557852,0.014363203
264,0.012201732,0.009123199,0.00884088,0.012468995,0.01326949,0.012154658,0.016973455,0.019008509
265,0.015963427,0.012475479,0.015355511,0.018423065,0.025765302,0.018376912,0.01553334,0.018658367
266,0.017128186,0.012562963,0.016069247,0.019920202,0.022606441,0.016769547,0.01630197,0.027915636
267,0.019202243,0.016476035,0.018737241,0.016905908,0.016654842,0.020982953,0.015269089,0.023620829
268,0.039248676,0.057137179,0.050638756,0.059971195,0.057899254,0.028461189,0.023567366,0.04176203
269,0.035173956,0.033899666,0.039970764,0.036709422,0.02812631,0.026428788,0.02046865,0.029525591
270,0.017193947,0.036120646,0.027718424,0.03088659,0.031331608,0.01705175,0.013832076,0.049777971
271,0.016763679,0.023058844,0.021479682,0.021196184,0.018071084,0.01282452,0.010376173,0.022944754
272,0.014217529,0.019195729,0.019177122,0.022799924,0.020989125,0.011922202,0.011668031,0.022868627
273,0.010022706,0.013075064,0.014651826,0.013552592,0.011234746,0.016987835,0.015260188,0.014732334
274,0.015117798,0.012178208,0.014440594,0.014970079,0.010598335,0.01470199,0.020415008,0.016971931
