,.SPX,.GDAXI,.FCHI,.FTSE,.OMXSPI,.N225,.KS11,.HSI
698,0.004610065,0.008321092,0.00733605,0.009841646,0.005313188,0.006490853,0.006872388,0.007645488
699,0.00566071,0.011199041,0.010616192,0.008381125,0.006694287,0.007959134,0.007571006,0.007427063
700,0.004598848,0.009365705,0.009706868,0.008344995,0.00770544,0.007177856,0.007799928,0.009513428
701,0.009148366,0.01244286,0.012002747,0.010569422,0.008228282,0.007023609,0.006496808,0.009735646
702,0.012516852,0.015129174,0.013223203,0.013417162,0.009767009,0.00816266,0.007598462,0.011151969
703,0.011326996,0.013482828,0.01339005,0.012778227,0.009653467,0.012493387,0.010888728,0.013545586
704,0.011554823,0.010603673,0.010643447,0.010603275,0.008575599,0.008750263,0.00935012,0.009884993
705,0.009519235,0.011526131,0.011790218,0.011220634,0.009217134,0.013617934,0.011716028,0.011406937
706,0.010121383,0.014019291,0.013558312,0.014995618,0.009594807,0.008366806,0.014603849,0.013109408
707,0.013364804,0.012863934,0.013984211,0.015421045,0.009862733,0.01039813,0.009343211,0.007647183
708,0.01193383,0.012031396,0.011925046,0.01092963,0.00803957,0.01030958,0.013375071,0.012750481
709,0.010611296,0.009280248,0.010154954,0.008271068,0.007539642,0.010889305,0.01131137,0.010103368
710,0.007099495,0.009873104,0.010348841,0.008101304,0.007294186,0.007320748,0.010938273,0.009615171
711,0.007684514,0.009654105,0.01117122,0.008354898,0.00683126,0.007935233,0.007243905,0.009278551
712,0.014395648,0.012483759,0.013069527,0.010493978,0.010341458,0.007852893,0.007292937,0.008092949
713,0.015853012,0.020081781,0.018872312,0.014958082,0.014351606,0.011668022,0.006920859,0.008198359
714,0.010090065,0.013444435,0.016490468,0.014083196,0.102639687,0.011157048,0.008014653,0.009293512
715,0.016189289,0.012239029,0.012891074,0.009405968,0.009388051,0.008389715,0.008903914,0.010557051
716,0.009293949,0.011787739,0.014976554,0.011803671,0.018617671,0.006799271,0.007420031,0.010748569
717,0.013530819,0.011620862,0.012988735,0.012875099,0.0098042,0.006258784,0.006484781,0.008645652
718,0.007463775,0.006885136,0.009178897,0.008185967,0.056391437,0.00630176,0.005155159,0.006452862
719,0.005833135,0.008720377,0.008337236,0.007552369,0.006207541,0.004779036,0.005871629,0.006158573
720,0.006889502,0.009383157,0.009850291,0.009537923,0.022432034,0.009069633,0.010939014,0.010261452
721,0.00612383,0.007903007,0.008171604,0.006457647,0.005636084,0.009057087,0.006261941,0.00666909
722,0.009259392,0.011334374,0.011720878,0.009849783,0.00814861,0.007143217,0.006465592,0.01555022
723,0.008936599,0.00954755,0.011591332,0.008014643,0.007678861,0.009545163,0.006511068,0.008934518
724,0.013021106,0.012942863,0.010527316,0.00965006,0.008032933,0.007951549,0.007434962,0.008902549
725,0.006456704,0.010685624,0.011229534,0.012600629,0.009552058,0.006801421,0.006420725,0.006157042
726,0.006547956,0.007864667,0.007805899,0.007488758,0.005660092,0.005897049,0.00456984,0.005229167
727,0.005286694,0.007623007,0.007937032,0.006032812,0.005376441,0.007036137,0.00458106,0.007946812
728,0.005774369,0.007604853,0.009124026,0.008599265,0.007651317,0.006371236,0.004608098,0.008086374
729,0.005611484,0.00673441,0.009299086,0.008029725,0.006213715,0.007220702,0.004971475,0.006956065
730,0.004373822,0.005700188,0.006782779,0.005885572,0.00484424,0.005411227,0.003614193,0.006375313
731,0.005301239,0.006296217,0.007054015,0.00553959,0.004733045,0.004942319,0.0044524,0.006271233
732,0.006563986,0.006614163,0.007152327,0.006305907,0.006076709,0.00511994,0.005458453,0.004472978
733,0.005349614,0.006828947,0.008030754,0.007013872,0.005197813,0.0052905,0.005479671,0.008351442
734,0.005017386,0.007002861,0.007656151,0.006212758,0.005603756,0.005209234,0.005427648,0.006513447
735,0.005736869,0.00613819,0.006338451,0.005008487,0.004789601,0.005688865,0.005963206,0.005323491
736,0.005474283,0.006645202,0.006705904,0.00795777,0.005190557,0.005852035,0.00536735,0.005980612
737,0.005764961,0.004947345,0.005410038,0.005252625,0.004815923,0.005787474,0.006424293,0.006983298
738,0.004626335,0.005804882,0.00724976,0.005975314,0.004197439,0.005008811,0.006381891,0.006975939
739,0.00605023,0.006999179,0.008084693,0.007777496,0.005464925,0.003877025,0.004434903,0.006237891
740,0.005291963,0.008066584,0.007998863,0.006923205,0.004724813,0.003660093,0.005114574,0.00611122
741,0.0059255,0.010667403,0.010464714,0.00861262,0.007388238,0.005767803,0.003592777,0.005411722
742,0.008511036,0.008052273,0.007602135,0.005565387,0.004666939,0.004766321,0.006125121,0.006048193
743,0.006744257,0.006502547,0.007438561,0.005321489,0.004798418,0.0061559,0.004846845,0.012059407
744,0.005730352,0.005328843,0.006021606,0.006507946,0.004913659,0.005281605,0.00680298,0.006442957
745,0.005622653,0.006737984,0.00674058,0.006632842,0.004884562,0.005248291,0.003520909,0.006179002
746,0.006598808,0.007510816,0.009613338,0.006746102,0.005617568,0.005059276,0.005996756,0.007013188
747,0.008185031,0.004826046,0.007371613,0.006977307,0.004236527,0.006296297,0.00562734,0.005369463
748,0.006276365,0.0064681,0.006529806,0.005483033,0.004389358,0.005572488,0.004001494,0.005412062
749,0.005991645,0.007477878,0.008895156,0.0083321,0.006868702,0.005287358,0.005671417,0.006738583
750,0.005163979,0.005142471,0.005943985,0.009321373,0.007160613,0.004138606,0.006532317,0.005267688
751,0.004700453,0.005959553,0.006426937,0.006463469,0.003302264,0.005335973,0.007242952,0.006386898
752,0.004728524,0.005596028,0.005905161,0.00537216,0.005175941,0.00650363,0.007924465,0.008040231
753,0.004833836,0.00500693,0.006360172,0.006512448,0.004266797,0.006469053,0.006222371,0.006966611
754,0.004159864,0.006455938,0.006287132,0.004563254,0.005232731,0.005831833,0.006160244,0.0064913
755,0.012168294,0.010654708,0.015423345,0.012228577,0.007988566,0.006554268,0.006502979,0.007502871
756,0.006825739,0.009147261,0.00965007,0.008897166,0.007738111,0.005036419,0.005914587,0.008725325
757,0.005831982,0.00859027,0.008072904,0.007272467,0.007492634,0.006334494,0.005374272,0.005447799
758,0.005890289,0.007295408,0.007756943,0.006480539,0.006632653,0.004200352,0.004599613,0.008697421
759,0.010117282,0.013896667,0.011259599,0.008945077,0.008610473,0.00646203,0.005886095,0.007529489
760,0.007354366,0.010026203,0.011605707,0.009433464,0.009621356,0.007201258,0.00614788,0.006414081
761,0.005928789,0.00591448,0.008890432,0.011606718,0.006633108,0.004909275,0.004303727,0.005297893
762,0.011797491,0.012570032,0.01448276,0.009869189,0.008515789,0.005113774,0.005252375,0.007681145
763,0.010046042,0.016127805,0.021250087,0.014787755,0.014516489,0.011028636,0.005711286,0.005457695
764,0.009716529,0.012743069,0.013230674,0.010255338,0.006165116,0.004396057,0.00599124,0.005896219
765,0.040559228,0.015659373,0.0180248,0.01621515,0.015823287,0.012794975,0.006891838,0.010708752
766,0.028664872,0.026608269,0.031416041,0.029738264,0.028707314,0.018177812,0.010044425,0.013874871
767,0.031004003,0.019330583,0.030042016,0.024150333,0.015883673,0.008765672,0.007414767,0.010220332
768,0.012429613,0.012945918,0.018895774,0.020985333,0.014134872,0.009796599,0.00897905,0.010386005
769,0.009086871,0.013273349,0.018153535,0.014350616,0.011041171,0.009097352,0.006810742,0.008747239
770,0.015487812,0.014349522,0.019262065,0.014115457,0.013707479,0.009379615,0.007264639,0.007199143
771,0.014435659,0.014517045,0.018718602,0.012875111,0.013873241,0.009250476,0.008694563,0.010005187
772,0.015460675,0.010025706,0.011637693,0.011116503,0.007434398,0.007278539,0.012183091,0.00900821
773,0.018148913,0.017838874,0.022674279,0.022824736,0.019153484,0.009543992,0.010847825,0.009303632
774,0.024762234,0.018922584,0.026909785,0.018962184,0.018138836,0.008923069,0.015775661,0.012741884
775,0.011941296,0.013616963,0.016223135,0.014148951,0.016724056,0.009536442,0.012984376,0.008711016
776,0.023864286,0.016206066,0.020329528,0.029613745,0.013983863,0.009666597,0.016200348,0.009461418
777,0.016203126,0.01195727,0.015544421,0.015663794,0.011479698,0.013736373,0.014619773,0.011015113
778,0.016456341,0.013046459,0.016349356,0.01520577,0.011068662,0.016661201,0.012997804,0.012667089
779,0.015338487,0.010530796,0.013351487,0.010505712,0.011501491,0.008901547,0.01016354,0.009256109
780,0.014199648,0.013717876,0.014513563,0.015110085,0.012364228,0.008409055,0.007165399,0.010338444
781,0.011406531,0.008486548,0.010620021,0.01598586,0.00671691,0.008702315,0.005546618,0.00591114
782,0.018290319,0.017495679,0.020238121,0.016578329,0.017281504,0.008827152,0.005704953,0.0067574
783,0.011947119,0.012309008,0.015746447,0.016963033,0.018338684,0.011892296,0.007719804,0.006977656
784,0.016528664,0.016168227,0.018926536,0.013234109,0.013812959,0.007885802,0.010696201,0.007960983
785,0.013023226,0.012450741,0.015076184,0.011290124,0.011801639,0.010620976,0.007795135,0.013798385
786,0.019518826,0.01202109,0.014630837,0.012427549,0.010988104,0.007500878,0.008597308,0.007473343
787,0.010420566,0.012573377,0.013809825,0.011615496,0.011309996,0.008141214,0.007911019,0.006183532
788,0.009879759,0.008190485,0.010239206,0.011854034,0.006284508,0.005784104,0.006804538,0.004258868
789,0.008398359,0.008437604,0.010594869,0.010671924,0.006959565,0.005967627,0.005967542,0.00646492
790,0.008786443,0.00948851,0.012390232,0.008505596,0.008385722,0.005211066,0.004926337,0.004689751
791,0.006036937,0.008364889,0.009372078,0.007346743,0.005011442,0.006343561,0.006090602,0.007131503
792,0.010165666,0.006606966,0.007318905,0.014202669,0.00589653,0.008324721,0.008964067,0.010144543
793,0.010558458,0.010275904,0.010979944,0.010357903,0.008896732,0.006218819,0.005295912,0.006959927
794,0.012042192,0.009637225,0.013148366,0.012434341,0.00925699,0.004765987,0.005831347,0.007277203
795,0.012126856,0.012021677,0.01376839,0.011765994,0.011136752,0.006679938,0.006500733,0.004527166
796,0.008404798,0.01028047,0.011737793,0.008335332,0.009541428,0.007546183,0.006027362,0.006786615
797,0.018457746,0.010379015,0.014612413,0.016766984,0.012647813,0.012745967,0.008027842,0.011206206
798,0.010689818,0.012010129,0.015769921,0.011095691,0.012820958,0.006986263,0.006803916,0.006782279
799,0.013780174,0.012061986,0.014542926,0.011751138,0.010062228,0.008166712,0.00869726,0.009849688
800,0.015075832,0.009907487,0.013067818,0.010226413,0.009606044,0.011764208,0.00891995,0.006096086
801,0.010319068,0.012205158,0.014892067,0.014460516,0.01162595,0.009449136,0.008152343,0.007635871
802,0.010772591,0.007939766,0.010516536,0.012984925,0.010166813,0.007866751,0.004023959,0.007133918
803,0.007506094,0.007124764,0.009513919,0.008108744,0.006280247,0.007638073,0.007425831,0.005675672
804,0.008788131,0.006403457,0.009635768,0.007305078,0.007394655,0.008566763,0.005456527,0.007022821
805,0.011238876,0.009611157,0.009687631,0.007434662,0.008651402,0.009053787,0.0072667,0.007051935
806,0.008715317,0.007377166,0.009755682,0.007627113,0.007716803,0.006387703,0.006468048,0.004762355
807,0.010207695,0.009468911,0.012034996,0.009846887,0.008868111,0.006011202,0.005376102,0.009487387
808,0.01125081,0.012213752,0.014152846,0.01006075,0.01097328,0.009469003,0.007619614,0.006643632
809,0.01167089,0.012915057,0.015269088,0.011014192,0.010849826,0.010111592,0.005525511,0.007939898
810,0.010999259,0.010782147,0.01221225,0.01334477,0.009830513,0.009909337,0.006859061,0.005433776
811,0.014607066,0.010524344,0.012365288,0.011232142,0.010279306,0.009250279,0.007696333,0.005062208
812,0.010233993,0.011725099,0.014405486,0.010449176,0.009686381,0.008351686,0.005929397,0.005211939
813,0.00699007,0.009606286,0.011129776,0.009423685,0.007677622,0.006566541,0.005106937,0.005098154
814,0.00824384,0.00942464,0.009872375,0.007395698,0.007562757,0.005918034,0.004677284,0.005168325
815,0.007459515,0.009384987,0.01064177,0.008563501,0.008183356,0.008134925,0.005354941,0.007574101
816,0.010999823,0.010055834,0.011077181,0.008552725,0.006423226,0.006425662,0.004726214,0.005539256
817,0.012552142,0.012479843,0.015351706,0.011144361,0.010809015,0.008573245,0.007146422,0.00573717
818,0.010486049,0.009311874,0.010156944,0.012809092,0.007138706,0.007778176,0.00521259,0.005482085
819,0.006827827,0.007037163,0.007906015,0.008697588,0.005919656,0.008928827,0.005214874,0.005917631
820,0.006748899,0.009188342,0.010361735,0.009369484,0.007214397,0.00901793,0.007643665,0.007217439
821,0.007645216,0.006296666,0.008938206,0.006259699,0.005819543,0.007820707,0.0063969,0.005742152
822,0.00896089,0.013061959,0.014175492,0.011786655,0.009849898,0.006367716,0.007152679,0.006442916
823,0.005044324,0.005695993,0.006409786,0.012301077,0.007821586,0.005981942,0.004359749,0.006329516
824,0.009192617,0.010075118,0.01007877,0.007287964,0.006339471,0.009358451,0.004703237,0.005777951
825,0.018260032,0.009100509,0.011402918,0.013018975,0.008274325,0.009189285,0.006623893,0.00748821
826,0.008770221,0.010383824,0.012666488,0.010676399,0.011563026,0.009173553,0.008702638,0.006774883
827,0.006823807,0.01191422,0.012182183,0.012391787,0.010568879,0.008101346,0.006037609,0.00794657
828,0.008807331,0.011255886,0.013170872,0.00943454,0.008769392,0.008979532,0.008938911,0.009145826
829,0.008780035,0.007976405,0.00867395,0.007609732,0.006686233,0.007137163,0.005764205,0.00539606
830,0.007829356,0.009399398,0.010813319,0.008706436,0.005744575,0.008607944,0.004567981,0.007946569
831,0.012355756,0.014687667,0.018511012,0.014205685,0.009793424,0.008158646,0.00500403,0.008944493
832,0.008490878,0.0101649,0.014771873,0.009710233,0.010038147,0.008118159,0.005277117,0.006230198
833,0.008600055,0.009770839,0.011116628,0.007848603,0.008967459,0.009055469,0.007592921,0.005107163
834,0.012385799,0.010549086,0.011326659,0.011875336,0.009816807,0.008870118,0.007402389,0.005480729
835,0.010040364,0.01080169,0.012809716,0.010007469,0.012917173,0.010232411,0.006341668,0.007107949
836,0.010195898,0.009566362,0.012177516,0.012214797,0.008962993,0.00802115,0.006626511,0.004646577
837,0.011469431,0.013184659,0.013723508,0.010434035,0.011962268,0.010363764,0.007271995,0.004439239
838,0.013409605,0.009768004,0.012548113,0.016001239,0.0104392,0.007879796,0.00617589,0.007567977
839,0.01825854,0.012973919,0.013186277,0.01251646,0.01215453,0.010315885,0.005049992,0.005484241
840,0.005360203,0.008700311,0.010167189,0.007148553,0.007491433,0.011857238,0.005436418,0.004277867
841,0.010123477,0.012698629,0.013312306,0.009444941,0.011227423,0.008259009,0.004926018,0.004636232
842,0.008310895,0.008281507,0.009252131,0.007367447,0.007311619,0.007583209,0.004529171,0.004698569
843,0.0074904,0.00937373,0.009720874,0.00859141,0.007337065,0.007118539,0.004758029,0.00488728
844,0.00991856,0.008281457,0.010730162,0.007539153,0.007161942,0.007861438,0.006327163,0.005826294
845,0.004590856,0.006947635,0.007346073,0.005780682,0.005810006,0.010295695,0.005826549,0.006992679
846,0.007877749,0.007055618,0.007132084,0.009693097,0.00636544,0.007971278,0.004508014,0.00684731
847,0.006731016,0.007919522,0.00904062,0.00591874,0.006740324,0.007335797,0.005529099,0.004357495
848,0.006823773,0.0072234,0.007608154,0.005760098,0.006256137,0.02153251,0.006207332,0.005608997
849,0.005279007,0.006218998,0.008083504,0.006560974,0.005774826,0.008257535,0.004792219,0.006737041
850,0.006368335,0.009994266,0.011526785,0.011606493,0.007492775,0.007043958,0.006557849,0.007223947
851,0.008808864,0.01170451,0.011935185,0.008572501,0.007593702,0.017761578,0.004578747,0.00610496
852,0.005560382,0.007190667,0.007981233,0.005906518,0.005756033,0.006500009,0.004854756,0.004659887
853,0.008015184,0.011915583,0.013551307,0.010614005,0.010078991,0.004891399,0.004988318,0.004432728
854,0.008137183,0.013914886,0.01387853,0.010334943,0.00945038,0.009576229,0.003650475,0.005867864
855,0.011373936,0.011864067,0.014735218,0.011176101,0.008433546,0.009614988,0.006291675,0.005458634
856,0.00689075,0.011389339,0.011893064,0.008515989,0.008653903,0.011156421,0.004571209,0.006111607
857,0.009452735,0.008666601,0.010701132,0.007817385,0.009456191,0.016173035,0.007730551,0.006187577
858,0.005800178,0.009540221,0.009156314,0.007904256,0.006366226,0.01150789,0.003556828,0.004656705
859,0.006936711,0.010918748,0.0116476,0.00825734,0.007048764,0.006636963,0.005091595,0.007055876
860,0.005861554,0.009423521,0.011416975,0.007110522,0.005720785,0.007103133,0.005551599,0.008025007
861,0.007922188,0.008820431,0.010030184,0.010162105,0.00608896,0.009978896,0.008327765,0.006207822
862,0.006720504,0.009701098,0.008870704,0.008047484,0.00552189,0.008256171,0.004209566,0.008083348
863,0.007377783,0.006643426,0.007559728,0.00653739,0.005421337,0.009566872,0.005552561,0.006898858
864,0.007911556,0.00850996,0.008104541,0.007584351,0.005659956,0.007803289,0.005645813,0.006595736
865,0.005268829,0.006469806,0.00798983,0.007105152,0.006460492,0.006450223,0.007638506,0.008279513
866,0.012529401,0.008536883,0.009290138,0.008793956,0.007074126,0.007004623,0.007881394,0.00680741
867,0.008594662,0.006597785,0.008626777,0.007419062,0.005798564,0.009197998,0.008123554,0.008088704
868,0.008896828,0.007940243,0.009678362,0.009224563,0.005794952,0.013173085,0.009931988,0.008050461
869,0.004552535,0.005736754,0.00754731,0.005756603,0.005033465,0.005864086,0.006167985,0.006238894
870,0.007989626,0.004149579,0.00669402,0.008340989,0.006938345,0.006455402,0.0051453,0.006098415
871,0.007238595,0.006924159,0.007941082,0.006708571,0.005899261,0.008634368,0.00427587,0.00655266
872,0.007515913,0.008248209,0.008444293,0.010004741,0.006213032,0.007825455,0.006632831,0.012682411
873,0.007339751,0.006967222,0.008741412,0.009633824,0.006946998,0.007390763,0.006094751,0.004991379
874,0.005631382,0.006422262,0.008737256,0.00660723,0.007185663,0.00779381,0.008967859,0.008721407
875,0.007643568,0.009762565,0.01094471,0.00894202,0.00656767,0.0089958,0.006140372,0.005756663
876,0.006119621,0.006466953,0.007603664,0.005407911,0.005365882,0.005468873,0.00656769,0.005254158
877,0.0112109,0.00620351,0.008824366,0.014454975,0.005787527,0.006911397,0.005111502,0.007847261
878,0.00582906,0.007180762,0.009814932,0.009017364,0.004642936,0.008015188,0.005875856,0.005713187
879,0.005023988,0.005068525,0.007523973,0.005035929,0.005462441,0.005722747,0.007093433,0.007497862
880,0.006751725,0.00491047,0.005955337,0.005464544,0.004139001,0.005799793,0.005006036,0.008639894
881,0.006674218,0.009461937,0.008861514,0.007861734,0.005391444,0.006497223,0.006835817,0.009378312
882,0.008238909,0.007955643,0.011588829,0.008222393,0.005678576,0.004972613,0.025398311,0.007569598
883,0.008363532,0.00879773,0.012967246,0.01640857,0.007546318,0.007858896,0.014638804,0.01089509
884,0.006431407,0.007124577,0.008825513,0.007331339,0.004842805,0.007238797,0.010891827,0.009352087
885,0.01111868,0.007650631,0.0110345,0.011490025,0.009098552,0.008282747,0.011884907,0.012905372
886,0.006279682,0.006168976,0.007852195,0.006900561,0.006848863,0.006754223,0.008027394,0.009920731
887,0.008887315,0.00617348,0.008086615,0.01018047,0.00475929,0.008114781,0.006921657,0.007622193
888,0.005263078,0.006637583,0.008532188,0.007433933,0.00435591,0.007201038,0.004953899,0.012516928
889,0.008835005,0.007346679,0.009740138,0.010808908,0.007433966,0.004827987,0.007114092,0.007772376
890,0.008297969,0.007967635,0.011671766,0.010807598,0.008027929,0.008471954,0.010234165,0.005761536
891,0.00598657,0.011000629,0.011887651,0.011415785,0.00780535,0.006260251,0.011034051,0.010140789
892,0.012149698,0.012848959,0.015809645,0.012110024,0.010108774,0.009518861,0.008371599,0.008140242
893,0.009155058,0.012569801,0.015585322,0.013359166,0.010085746,0.011750192,0.010914488,0.009741093
894,0.011705167,0.007498586,0.009453881,0.009826163,0.007962713,0.005840395,0.007718605,0.01088754
895,0.004845499,0.010587207,0.012700327,0.011188005,0.007312147,0.004121702,0.004466854,0.006155405
896,0.005128527,0.009011351,0.011661856,0.009884549,0.007960766,0.004241332,0.004722215,0.008304603
897,0.003928313,0.006651188,0.00856856,0.007261047,0.005309084,0.003005146,0.004727728,0.008221049
898,0.008983368,0.006563585,0.010342467,0.007281329,0.005041088,0.005260064,0.006642169,0.008884326
899,0.005418111,0.006856341,0.009249084,0.008767085,0.00472312,0.004799897,0.00668548,0.010039737
900,0.005579143,0.007205838,0.008071226,0.008205473,0.006252344,0.004442873,0.00629607,0.008490098
901,0.00340201,0.005616411,0.005204768,0.005336075,0.004735506,0.011383714,0.006195324,0.009550886
902,0.004744622,0.004258051,0.005639102,0.004839281,0.003706929,0.004603685,0.004865951,0.00926261
903,0.004374369,0.004234459,0.00566536,0.004351992,0.003548511,0.004267316,0.004505755,0.004938625
904,0.004931312,0.006094113,0.005910594,0.005358082,0.003732497,0.004930649,0.00435657,0.009251278
905,0.005755995,0.004869411,0.00708673,0.005398683,0.003608712,0.004431208,0.004770673,0.008035812
906,0.003541251,0.005633029,0.006649558,0.006083711,0.004597641,0.00401803,0.005406663,0.006979775
907,0.003666654,0.005962627,0.006791713,0.005247163,0.00388656,0.006846723,0.011342804,0.009759002
908,0.002132879,0.003877519,0.00584667,0.007035257,0.0033307,0.00611668,0.004962842,0.008096943
909,0.002349296,0.002851706,0.004454041,0.003763114,0.004028596,0.004018415,0.005583712,0.006319632
910,0.002585831,0.004166274,0.005099248,0.00433956,0.00246311,0.003426064,0.004966589,0.005225771
911,0.003033728,0.007002083,0.008043605,0.004844583,0.003726913,0.005319549,0.004707083,0.008213732
912,0.004443671,0.007775048,0.007345313,0.018240715,0.00511647,0.00471188,0.004212818,0.006630206
913,0.004388729,0.01064123,0.009976122,0.006401736,0.005905166,0.004595545,0.004235128,0.005588151
914,0.006920808,0.012702431,0.011657914,0.007751877,0.006610015,0.003464425,0.006070094,0.006676675
915,0.005519747,0.006267562,0.008144723,0.007655649,0.005149373,0.003445717,0.008049368,0.007009749
916,0.00553282,0.008015139,0.008770061,0.00590042,0.004272477,0.003730435,0.004505667,0.005689401
917,0.004250293,0.006015809,0.008936282,0.006033246,0.004627568,0.004415478,0.009525333,0.006526404
918,0.004087558,0.00716727,0.007622483,0.006320456,0.005866201,0.006239711,0.007664022,0.006003379
919,0.00390386,0.005507127,0.005744031,0.008880524,0.0042047,0.004699356,0.00761175,0.006857246
920,0.004880427,0.005692263,0.006539759,0.006328333,0.006002068,0.004600074,0.00852328,0.006826485
921,0.007450317,0.00959684,0.01053188,0.009276996,0.010669974,0.004476374,0.005566633,0.007004692
922,0.00612904,0.009532857,0.008221782,0.007484485,0.006460861,0.008432564,0.007586468,0.008264395
923,0.003913611,0.009124736,0.008708534,0.00664967,0.008878569,0.006068113,0.006585772,0.007260277
924,0.00615823,0.006581691,0.008652698,0.00765028,0.005782485,0.005767307,0.007047556,0.005187334
925,0.005734981,0.006347156,0.00714386,0.00944997,0.006642123,0.004238464,0.005443509,0.009645163
926,0.004491526,0.006585438,0.008828767,0.006521737,0.008384363,0.006447188,0.004999356,0.008179787
927,0.007948846,0.00646024,0.009476467,0.008210527,0.007764114,0.007284477,0.007314957,0.006992867
928,0.006083435,0.006821727,0.009905163,0.008369461,0.007829259,0.005035028,0.007776221,0.006206368
929,0.006867611,0.005659845,0.007590665,0.010381394,0.007503676,0.005864705,0.005677167,0.005959909
930,0.004266472,0.005887001,0.007139335,0.00549637,0.005537405,0.004389828,0.005111002,0.008258849
931,0.003864896,0.005298821,0.007665892,0.006014295,0.007986161,0.003663622,0.008178237,0.008049738
932,0.004903646,0.005247252,0.005853653,0.005718559,0.004098588,0.003865986,0.008145519,0.009718189
933,0.007131888,0.006452074,0.0092942,0.007337837,0.006628608,0.004400373,0.010175833,0.009334351
934,0.003466145,0.004327166,0.006452146,0.005607161,0.004220954,0.003297717,0.007648232,0.009297901
935,0.004920491,0.004672381,0.006376643,0.005159725,0.006548124,0.00436425,0.011030592,0.007219014
936,0.006048567,0.00536023,0.007238424,0.005080314,0.005477128,0.005983173,0.009709915,0.009122147
937,0.003978528,0.004915992,0.006147694,0.004778333,0.008314886,0.00581571,0.012939521,0.006356084
938,0.003789183,0.004655139,0.005687846,0.003862728,0.006646384,0.004417235,0.009416624,0.007723061
939,0.012074913,0.006478608,0.009868974,0.009940301,0.007402563,0.006014999,0.008833054,0.006087383
940,0.009403464,0.010199004,0.00881609,0.008205452,0.008756015,0.006141367,0.00999268,0.007010583
941,0.009158248,0.007863704,0.008332153,0.011879018,0.008590922,0.006293859,0.010208968,0.008875412
942,0.006685717,0.004599532,0.009281148,0.008861508,0.005510703,0.006340922,0.006849354,0.009319313
943,0.005529947,0.008211824,0.007888053,0.007375572,0.006321426,0.007378225,0.00838994,0.008948045
944,0.007096145,0.009137704,0.009081398,0.010678424,0.006556928,0.0066635,0.007905979,0.006886561
945,0.009526004,0.010277445,0.010332663,0.007885044,0.006806806,0.004899746,0.005507638,0.007988237
946,0.007601994,0.009991386,0.010886228,0.00750609,0.00626005,0.006206313,0.007417327,0.005258266
947,0.008542751,0.011771255,0.010303047,0.007912211,0.007996099,0.008048857,0.006311114,0.007365349
948,0.006822098,0.013013174,0.011693676,0.009171767,0.008237439,0.006271198,0.008351811,0.010112919
949,0.007886451,0.010690917,0.009131558,0.006951864,0.005898238,0.005910757,0.008795852,0.006776323
950,0.014248281,0.009199299,0.010254918,0.010674722,0.007112731,0.007431527,0.007848807,0.006943753
951,0.007133277,0.008701334,0.009468013,0.009011676,0.004064575,0.009791836,0.00948521,0.01044388
952,0.00908138,0.010416213,0.011713888,0.008209039,0.007805892,0.03216665,0.012486908,0.008141695
953,0.02293309,0.01905815,0.019286202,0.020960098,0.014273283,0.054871612,0.023815889,0.020788806
954,0.014155871,0.022496313,0.018579764,0.013369686,0.011534962,0.03245339,0.012231876,0.010033288
955,0.013471642,0.015270553,0.015270885,0.012191453,0.009230861,0.029899437,0.012025318,0.00887409
956,0.011578828,0.013819013,0.012164143,0.009651822,0.00726448,0.023673318,0.009412044,0.006264339
957,0.005044806,0.007625749,0.008629019,0.006214259,0.005627116,0.017387186,0.005403287,0.006941741
958,0.005867676,0.011592571,0.009417097,0.010797032,0.006988889,0.013652187,0.006469729,0.005775767
959,0.005261509,0.009589874,0.011686863,0.006807286,0.006267658,0.009620134,0.005317966,0.004971806
960,0.004513324,0.005816205,0.007749445,0.006623864,0.004932942,0.008974948,0.00624171,0.005087564
961,0.003847647,0.007684335,0.006556506,0.004708662,0.005635022,0.009843048,0.005945702,0.007239915
962,0.004540503,0.009921028,0.008341877,0.0057051,0.005165645,0.009624107,0.005504071,0.005713824
963,0.005288947,0.005727845,0.005674071,0.006804894,0.004174731,0.008800058,0.006083068,0.007883276
964,0.00412928,0.005148774,0.006711219,0.006945368,0.004546402,0.009846662,0.006714328,0.005064848
965,0.005446683,0.00695923,0.006846921,0.008632004,0.004708617,0.011657795,0.006358566,0.007170875
966,0.004227223,0.003999802,0.00578974,0.004991436,0.003851314,0.006806657,0.00574556,0.007043591
967,0.004478874,0.00695621,0.00757036,0.00529699,0.004173227,0.009110948,0.006838726,0.007127437
968,0.008328103,0.007880998,0.008531855,0.006344004,0.005701996,0.00760804,0.008231158,0.006260812
969,0.005245081,0.005022505,0.005285995,0.007696972,0.003470362,0.010930185,0.005599751,0.005731729
970,0.005514847,0.006584978,0.006277637,0.004930373,0.004872591,0.007457907,0.005993483,0.005839985
971,0.008012461,0.007238348,0.006867025,0.008482865,0.004851949,0.01038977,0.007067119,0.005602786
972,0.00759006,0.006346869,0.00643468,0.006867157,0.003817641,0.010283273,0.007242773,0.006975118
973,0.006797066,0.009318209,0.008480901,0.007407477,0.005655378,0.008265493,0.010663818,0.005569538
974,0.005053728,0.006796802,0.006662489,0.006551066,0.004028989,0.008134456,0.006473506,0.009628871
975,0.011735663,0.014347436,0.012361937,0.009374976,0.008298972,0.006282114,0.007623569,0.009175568
976,0.005123706,0.006285499,0.006591636,0.007865248,0.005281769,0.00655452,0.009692169,0.005431021
